delivery_start,cancellation_event_received_at,attributed_partner,attributed_channel_group,cancellation_reason
,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2026-03-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-09-16 00:00:00+00:00,2023-11-13 22:15:20+00:00,PartnerB,GroupB,CustomerRelocation
2024-08-01 00:00:00+00:00,,PartnerB,GroupB,
2025-09-01 00:00:00+00:00,,PartnerB,GroupB,
2023-07-04 00:00:00+00:00,2023-09-25 19:32:16+00:00,PartnerB,GroupB,OtherSupplier
2024-12-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-10-16 00:00:00+00:00,,PartnerB,GroupB,
2026-05-01 00:00:00+00:00,,PartnerB,GroupB,
2024-08-10 00:00:00+00:00,,PartnerB,GroupB,
2023-11-13 00:00:00+00:00,2024-10-10 13:54:04+00:00,PartnerB,GroupB,CustomerRelocation
2024-04-13 00:00:00+00:00,,PartnerB,GroupB,Unknown
2025-05-16 00:00:00+00:00,,PartnerB,GroupB,
2025-08-08 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-04-01 00:00:00+00:00,,PartnerB,GroupB,
2024-08-12 00:00:00+00:00,,PartnerB,GroupB,
2023-01-26 00:00:00+00:00,2023-01-23 20:34:06+00:00,PartnerB,GroupB,CustomerSupplierChange
2025-07-15 00:00:00+00:00,,PartnerB,GroupB,
2025-03-01 00:00:00+00:00,2025-03-21 14:52:46+00:00,PartnerB,GroupB,CustomerRelocation
2025-07-17 00:00:00+00:00,,PartnerB,GroupB,
2023-07-01 00:00:00+00:00,,PartnerB,GroupB,
2025-04-01 00:00:00+00:00,,PartnerB,GroupB,
2023-04-27 00:00:00+00:00,,PartnerB,GroupB,
2025-06-03 00:00:00+00:00,,PartnerB,GroupB,
2024-09-24 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-03-15 00:00:00+00:00,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,,PartnerB,GroupB,
2025-04-24 00:00:00+00:00,,PartnerB,GroupB,
2023-04-04 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-04-02 00:00:00+00:00,,PartnerB,GroupB,
2025-08-05 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-02-21 00:00:00+00:00,,PartnerB,GroupB,
2024-03-01 00:00:00+00:00,,PartnerB,GroupB,
2024-06-01 00:00:00+00:00,,PartnerB,GroupB,
2024-10-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-12-30 00:00:00+00:00,,PartnerB,GroupB,
2023-12-12 00:00:00+00:00,,PartnerB,GroupB,
2024-08-22 00:00:00+00:00,,PartnerB,GroupB,
2024-08-01 00:00:00+00:00,2025-01-13 20:33:41+00:00,PartnerB,GroupB,OtherSupplier
2023-07-24 00:00:00+00:00,,PartnerB,GroupB,
2023-02-01 00:00:00+00:00,2024-01-02 21:57:17+00:00,PartnerB,GroupB,OtherSupplier
2025-08-20 00:00:00+00:00,,PartnerB,GroupB,
2024-11-01 00:00:00+00:00,2025-01-08 14:54:02+00:00,PartnerB,GroupB,CustomerRelocation
,,PartnerB,GroupB,
2025-08-30 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-08-30 00:00:00+00:00,,PartnerB,GroupB,
2024-05-01 00:00:00+00:00,,PartnerB,GroupB,
2023-02-01 00:00:00+00:00,,PartnerB,GroupB,
2024-02-13 00:00:00+00:00,,PartnerB,GroupB,
2023-06-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-06-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-07 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-06-23 00:00:00+00:00,,PartnerB,GroupB,
2024-12-27 00:00:00+00:00,,PartnerB,GroupB,
2024-08-01 00:00:00+00:00,2025-04-23 19:33:20+00:00,PartnerB,GroupB,OtherSupplier
2025-07-02 00:00:00+00:00,2025-08-19 20:06:29+00:00,PartnerB,GroupB,CustomerRelocation
2025-08-28 00:00:00+00:00,,PartnerB,GroupB,
2023-05-01 00:00:00+00:00,2023-11-01 22:11:33+00:00,PartnerB,GroupB,OtherSupplier
,,PartnerB,GroupB,
2023-05-19 00:00:00+00:00,,PartnerB,GroupB,
2025-07-30 00:00:00+00:00,,PartnerB,GroupB,
2024-04-01 00:00:00+00:00,,PartnerB,GroupB,
,2023-04-06 13:53:20+00:00,PartnerB,GroupB,
2024-11-11 00:00:00+00:00,,PartnerB,GroupB,
2026-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-02-01 00:00:00+00:00,,PartnerB,GroupB,
2025-03-13 00:00:00+00:00,2025-07-30 20:06:34+00:00,PartnerB,GroupB,CustomerRelocation
2024-04-01 00:00:00+00:00,2024-08-10 19:33:37+00:00,PartnerB,GroupB,OtherSupplier
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-07-30 00:00:00+00:00,,PartnerB,GroupB,
2023-09-06 00:00:00+00:00,2023-09-14 13:52:55+00:00,PartnerB,GroupB,CustomerSupplierChange
2025-05-08 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-04-23 00:00:00+00:00,2025-07-22 20:04:08+00:00,PartnerB,GroupB,Dunning
2024-07-18 00:00:00+00:00,2025-03-24 20:33:02+00:00,PartnerB,GroupB,OtherSupplier
,,PartnerB,GroupB,
2024-08-09 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-01-01 00:00:00+00:00,,PartnerB,GroupB,
2023-07-01 00:00:00+00:00,2023-07-18 13:53:28+00:00,PartnerB,GroupB,CustomerRelocation
2023-08-31 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-06-16 00:00:00+00:00,2024-07-18 20:50:57+00:00,PartnerB,GroupB,OtherSupplier
,,PartnerB,GroupB,
2025-08-01 00:00:00+00:00,,PartnerB,GroupB,
2023-03-01 00:00:00+00:00,,PartnerB,GroupB,
2024-11-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-02-06 00:00:00+00:00,,PartnerB,GroupB,
2025-05-02 00:00:00+00:00,,PartnerB,GroupB,
2025-01-15 00:00:00+00:00,2025-01-07 20:33:59+00:00,PartnerB,GroupB,OtherSupplier
2025-01-01 00:00:00+00:00,2025-01-23 08:36:29+00:00,PartnerB,GroupB,OtherSupplier
2025-06-16 00:00:00+00:00,,PartnerB,GroupB,
